F1_FILIAL;F1_TIPO;F1_FORMUL;F1_DOC;F1_SERIE;F1_PESSOA;F1_NOMPES;F1_EMISSAO;F1_COND;F1_EST;F1_DESPESA;F1_VALDESC;F1_BASEICM;F1_VALICM;F1_CONTSOC;F1_BASEIPI;F1_VALIPI;F1_VALMERC;F1_VALBRUT;F1_BASEDUP;F1_BRICMS;F1_ICMSRET;F1_IRRF;F1_INSS;F1_ISS;F1_ESPECIE;F1_BASIMP1;F1_BASIMP2;F1_BASIMP3;F1_BASIMP4;F1_BASIMP5;F1_BASIMP6;F1_VALIMP1;F1_VALIMP2;F1_VALIMP3;F1_VALIMP4;F1_VALIMP5;F1_VALIMP6;F1_QTDVOL;F1_ESPVOL;F1_MARCA;F1_PESBRUT;F1_PESLIQ;F1_DTDIGIT;F1_DTEXP;F1_FRETE;F1_TPFRETE;F1_NSU;F1_DTNSU;F1_HORNSU;F1_BASEIRR;F1_BASEINS;F1_BASEISS;F1_VALPIS;F1_BASEPIS;F1_VALCOF;F1_BASECOF;F1_VALCSLL;F1_BASECSL;F1_FIMP;F1_STATUS;F1_TRANSP;F1_SEQUEN;F1_LANPAD;F1_NUMOS;F1_NFELETR;F1_EMINFE;F1_HORNFE;F1_CREDNFE;F1_CODNFE;F1_OK;F1_ORIGLAN;F1_VALICSN;F1_BASICSN;F1_CHVNFE;F1_EVENFLG;F1_IDCCE;F1_NUMVOL;F1_HORA;F1_DAUTNFE;F1_HAUTNFE;F1_ESTDEST;F1_DUPCRED;F1_VTRANS;F1_VAFRMM;F1_INTERM;F1_CNPJAE;F1_UFTERC;F1_DTENTR;F1_HRENTR;F1_HREMIS;F1_FILORIG;F1_OUTDESP;F1_REFNFE;F1_VOUCHER;F1_FORMAPG;F1_OPERPG;F1_BANDCA;F1_TES;F1_SEGURO;F1_IMPARQ;F1_RECOPI;F1_UFREF;F1_AAMMREF;F1_CGCREF;F1_IEREF;F1_MODREF;F1_SERIERE;F1_NFREF;F1_MENNOTA
01;3;2;000001069;1;00036;NOVA SERRANA COUROS LTDA.;03/04/24;04;MG;0;0;0;0;0;0;0;734.9;734.9;734.9;0;0;0;0;0;CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;03/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;;;;0;0;;;;;16:23;/  /;;MG;2;;0;;;;/  /;00:00;16:23:18;0101;0;;0;;;;;0;F;;;03/04/24;;;04;;;
01;3;2;000001070;1;00036;NOVA SERRANA COUROS LTDA.;03/04/24;04;MG;0;0;0;0;0;0;0;306.92;306.92;306.92;0;0;0;0;0;CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;03/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;;;;0;0;;;;;16:24;/  /;;MG;2;;0;;;;/  /;00:00;16:23:53;0101;0;;0;;;;;0;F;;;03/04/24;;;04;;;
01;4;2;000000107;1;C00115;CLEZI TEXTIL LTDA;03/04/24;32;GO;0;0;0;0;0;0;0;15526.8;15526.8;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;38;CAIXA(S);;1458.417;1368;11/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;152247401521783;;;0;0;52240444552432000180550010000001071258491490;;;;10:56;/  /;;MG;2;;0;;;;/  /;00:00;10:54:15;0101;0;;0;;;;;0;T;;;11/04/24;;;04;;;NOTA DE COBERTURA REF A NF 262.669 AVANTI
01;1;2;000135786;2;00147;EXTINCENTRO EQUIP CONTRA INCENDIO LTDA;04/04/24;04;MG;0;0;1000.08;0;0;0;0;1000.08;1000.08;1000.08;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;2;VOL;DIVERSOS;18.024;18.024;05/04/24;/  /;0;1;;/  /;;0;0;0;0;-1000.08;0;-1000.08;0;0;;;;;;;;/  /;;0;131245896858260;;;0;0;31240425923913000100550020001357861002890468;;;;11:35;/  /;;MG;2;;0;;;;/  /;00:00;11:34:09;0101;0;;0;;;;;0;T;;;05/04/24;;;04;;;
01;1;2;000008971;1;F00120;SANDRA MACIEL DE FREITAS LTDA - PADARIA FLORESTA;04/04/24;08;MG;0;0.25;0;0;0;0;0;1694.25;1693.99;1693.99;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;04/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245895642812;;;0;0;31240403009343000105550010000089711001193106;;;;09:42;/  /;;MG;2;;0;;;;/  /;00:00;09:41:49;0101;0;;0;;;;;0;T;;;04/04/24;;;04;;;
01;4;2;000010566;1;C00092;RM CALCADOS INDUSTRIA E COMERCIO LTDA;04/04/24;13;MG;0;0;0;0;0;0;0;33481.8;33481.8;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;95;VOLUME(S);;3686;3420;05/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245895969536;;;0;0;31240437876630000134550010000105661908152390;;;;07:21;/  /;;MG;2;;0;;;;/  /;00:00;07:21:15;0101;0;;0;;;;;0;T;;;05/04/24;;;04;;;
01;4;2;000010567;1;C00092;RM CALCADOS INDUSTRIA E COMERCIO LTDA;04/04/24;13;MG;0;0;0;0;0;0;0;68449.32;68449.32;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;183;VOLUME(S);;7060.14;6588;05/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245895980051;;;0;0;31240437876630000134550010000105671324903911;;;;07:22;/  /;;MG;2;;0;;;;/  /;00:00;07:21:56;0101;0;;0;;;;;0;T;;;05/04/24;;;04;;;
01;4;2;000015739;1;C00095;ADMX INDUSTRIA E COMERCIO LTDA;04/04/24;08;MG;0;0;0;0;0;0;0;92792.7;92792.7;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;273;VOLUME(S);;9691.5;9009;04/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00044;;;;;/  /;;0;131245895866038;;;0;0;31240422428007000141550010000157391155932520;;;;09:50;18/06/24;16:22;MG;2;;0;;;;/  /;00:00;09:49:40;0101;0;;0;;;;;0;T;;;04/04/24;;;04;;;
01;1;2;000014334;;F00006;ONLINESITES LTDA - ME;05/04/24;01;MG;0;0;0;0;0;0;0;32.91;32.91;32.91;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;08/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:33;/  /;;MG;2;;0;;;;/  /;00:00;07:29:25;0101;0;;0;;;;;0;F;;;08/04/24;;;04;;;
01;1;2;000027493;1;00072;SUPERMERCADO PIC LTDA;09/04/24;02;MG;0;0;0;0;0;0;0;295.01;295.01;295.01;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;09/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;08:27;/  /;;MG;2;;0;;;;/  /;00:00;08:13:18;0101;0;;0;;;;;0;F;;;09/04/24;;;04;;;
01;1;2;000026751;1;F00035;REGIONAL SOLDAS E FERRAMENTAS LTDA - EPP;09/04/24;08;MG;0;0;0;0;0;0;0;113;113;113;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:29;/  /;;MG;2;;0;;;;/  /;00:00;07:27:53;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;1;2;000003141;;F00177;LOCA DIVI ANDAIMES LTDA ME;09/04/24;23;MG;0;0;0;0;0;0;0;105;105;105;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:30;/  /;;MG;2;;0;;;;/  /;00:00;07:29:50;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;4;2;000102242;1;00036;NOVA SERRANA COUROS LTDA.;09/04/24;04;MG;0;0;0;0;0;0;0;26927.11;26927.11;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;44;VOLUMES;;459.36;459.36;10/04/24;/  /;0;;;/  /;;0;0;0;175.03;0;807.81;0;0;0;;;00036;;;;;/  /;;0;131245904172926;;;0;0;31240418383745000142550010001022421538355327;;;;07:31;/  /;;MG;2;;0;;;;/  /;00:00;07:31:07;0101;0;;0;;;;;0;T;;;10/04/24;;;04;;;
01;1;2;000263123;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;10/04/24;01;MS;0;0;0;0;0;0;0;78309;78309;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;220;CAIXAS;;7425;6930;11/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240014262968;;;0;0;50240403681757000186550000002631231701526847;;;;07:34;/  /;;MG;2;;0;;;;/  /;00:00;07:33:39;0101;0;;0;;;;;0;T;;;11/04/24;;;04;;;POR CONTA E ORDEM DE ZANI E ZANI REF A NF 263122
01;1;2;000023519;001;00319;BRITTO'S PNEUS LTDA;10/04/24;08;MG;0;0;0;0;0;0;0;160;160;160;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;14:39;/  /;;MG;2;;0;;;;/  /;00:00;14:38:25;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;3;2;000001072;1;00036;NOVA SERRANA COUROS LTDA.;10/04/24;04;MG;0;0;0;0;0;0;0;101.93;101.93;101.93;0;0;0;0;0;CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;;;;0;0;;;;;14:40;/  /;;MG;2;;0;;;;/  /;00:00;14:40:08;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;3;2;000001073;1;00036;NOVA SERRANA COUROS LTDA.;10/04/24;04;MG;0;0;0;0;0;0;0;493.89;493.89;493.89;0;0;0;0;0;CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;;;;0;0;;;;;14:41;/  /;;MG;2;;0;;;;/  /;00:00;14:40:50;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;3;2;000001074;1;00036;NOVA SERRANA COUROS LTDA.;10/04/24;04;MG;0;0;0;0;0;0;0;45.07;45.07;45.07;0;0;0;0;0;CTE;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;10/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;00036;;;;;/  /;;0;;;;0;0;;;;;14:41;/  /;;MG;2;;0;;;;/  /;00:00;14:41:24;0101;0;;0;;;;;0;F;;;10/04/24;;;04;;;
01;4;2;000103302;1;00229;ZANI E ZANI COMERCIO DE MAQUINAS E ARTEFATOS DO VESTUARIO LTDA;11/04/24;25;MG;0;0;0;0;0;0;0;78309;78309;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;220;Caixas;;7425;6930;11/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245907504777;;;0;0;31240409482747000521550010001033021921372303;;;;10:52;/  /;;MG;2;;0;;;;/  /;00:00;10:51:21;0101;0;;0;;;;;0;T;;;11/04/24;;;04;;;NOTA DE COBERTURA REF A NF 263.123 AVANTI
01;1;2;000263198;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;12/04/24;01;MS;0;0;0;0;0;0;0;22892.47;22892.47;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;67;CAIXAS;;2477.439;2312.371;15/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240014551216;;;0;0;50240403681757000186550000002631981850281839;;;;09:18;/  /;;MG;2;;0;;;;/  /;00:00;09:17:29;0101;0;;0;;;;;0;T;;;15/04/24;;;04;;;POR CONTA E ORDEM DE DITA DUBLAGENS REF A NF 263197
01;1;2;000263246;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;12/04/24;01;MS;0;0;0;0;0;0;0;18144;18144;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;45;CAIXAS;;1736.1;1620;15/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240014609315;;;0;0;50240403681757000186550000002632461214999898;;;;09:16;/  /;;MG;2;;0;;;;/  /;00:00;09:15:56;0101;0;;0;;;;;0;T;;;15/04/24;;;04;;;POR CONTA E ORDEM DE EDUARDO SAMPAIO REF A NF 263245
01;1;2;000023778;2;00132;KTR GROUP IMPORTACAO E EXPORTACAO LTDA;12/04/24;04;SC;0;0;0;0;0;0;0;39420;39420;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;100;CAIXAS;HUAQING;3814.637;3600;15/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00044;;;;;/  /;;0;342240097779060;;;0;0;42240407428876000344550020000237781622580748;;;;08:55;/  /;;MG;2;;0;;;;/  /;00:00;08:54:05;0101;0;;0;;;;;0;T;;;15/04/24;;;04;;;POR CONTA E ORDEM DE FRIBOJOS REF A NF 23777
01;1;2;003816621;;00390;TOTVS S.A. - SP;12/04/24;15;SP;0;0;0;0;0;0;0;161.29;161.29;161.29;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;15/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;09:19;/  /;;MG;2;;0;;;;/  /;00:00;09:18:24;0101;0;;0;;;;;0;F;;;15/04/24;;;04;;;
01;1;2;000014106;;00383;GPC GERENCIAMENTO E PLANEJAMENTO CONTABIL LTDA;15/04/24;01;MG;0;0;0;0;0;0;0;2767.35;2767.35;2767.35;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;15/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;13:40;/  /;;MG;2;;0;;;;/  /;00:00;13:39:03;0101;0;;0;;;;;0;F;;;15/04/24;;;04;;;
01;4;2;000007603;1;00294;FRIBOJOS COMERCIO E INDUSTRIA DE BOJOS LTDA;15/04/24;33;RJ;0;0;0;0;0;0;0;39420;39420;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;100;CX;;3814.64;3600;15/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;333240097874863;;;0;0;33240410914670000177550010000076031030282803;;;;10:49;/  /;;MG;2;;0;;;;/  /;00:00;10:48:29;0101;0;;0;;;;;0;T;;;15/04/24;;;04;;;NOTA DE COBERTURA REF A NF 23778DA KTRGROUP
01;1;2;000011292;;00130;SIMETRAL LTDA;16/04/24;02;MG;0;0;0;0;0;0;0;991.4;991.4;991.4;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;17/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:55;/  /;;MG;2;;0;;;;/  /;00:00;07:48:37;0101;0;;0;;;;;0;F;;;17/04/24;;;04;;;
01;1;2;000005983;1;C00096;POSTO BEIRA RIO I LTDA;16/04/24;02;MG;0;0;0;0;0;0;0;1511.94;1511.94;1511.94;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;18/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245915846058;;;0;0;31240417533688000259550010000059831000066222;;;;08:32;/  /;;MG;2;;0;;;;/  /;00:00;08:31:49;0101;0;;0;;;;;0;T;;;18/04/24;;;04;;;
01;1;2;000000001;1;C00120;EDUARDO SAMPAIO MARCELINO - ME;16/04/24;03;CE;0;0;0;0;0;0;0;18144;18144;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;45;CAIXAS;;1736.1;1620;16/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;11:49;/  /;;MG;2;;0;;;;/  /;00:00;11:42:46;0101;0;;0;;;;;0;F;;;16/04/24;;;04;;;NOTA DE COBERTURA REF A NF 263245 DA AVANTI
01;1;2;000037858;001;F00062;DEPOSITO JOTAERRE MATERIAIS PARA CONTRUCAO LTDA;16/04/24;08;MG;0;54.15;0;0;0;0;0;673.24;619.09;619.09;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;17/04/24;/  /;0;4;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;;;;0;0;;;;;07:47;/  /;;MG;2;;0;;;;/  /;00:00;07:41:31;0101;0;;0;;;;;0;F;;;17/04/24;;;04;;;
01;1;2;000001789;1;F00159;AUTO POSTO CENTENARIO LTDA;16/04/24;02;MG;0;7.97;0;0;0;0;0;438.61;430.64;430.64;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;16/04/24;/  /;0;;;/  /;;0;0;0;0;0;0;0;0;0;;;;;;;;/  /;;0;131245914897517;;;0;0;31240435523371000132550010000017891659006494;;;;10:21;/  /;;MG;2;;0;;;;/  /;00:00;10:19:48;0101;0;;0;;;;;0;T;;;16/04/24;;;04;;;
01;1;2;000263369;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;17/04/24;01;MS;0;0;0;0;0;0;0;33184.08;33184.08;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;81;CAIXAS;;3124.98;2916;18/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240015228031;;;0;0;50240403681757000186550000002633691417179399;;;;08:30;/  /;;MG;2;;0;;;;/  /;00:00;08:29:30;0101;0;;0;;;;;0;T;;;18/04/24;;;04;;;POR CONTA E ORDEM DE DITA DUBLAGENS REF A NF 263368
01;1;2;000263374;0;00116;AVANTI IND COM IMP E EXP LTDA 0001-86;17/04/24;01;MS;0;0;0;0;0;0;0;39685.28;39685.28;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;111;CAIXAS;;3801.75;3496.5;18/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00025;;;;;/  /;;0;150240015231422;;;0;0;50240403681757000186550000002633741994613277;;;;08:31;/  /;;MG;2;;0;;;;/  /;00:00;08:31:00;0101;0;;0;;;;;0;T;;;18/04/24;;;04;;;POR CONTA E ORDEM DE REI COLAS REF A NF 263373
01;1;2;000023916;2;00132;KTR GROUP IMPORTACAO E EXPORTACAO LTDA;17/04/24;04;SC;0;0;0;0;0;0;0;13953.6;13953.6;0;0;0;0;0;0;SPED;0;0;0;0;0;0;0;0;0;0;0;0;34;CAIXAS;HUAQING;1307.3;1224;18/04/24;/  /;0;1;;/  /;;0;0;0;0;0;0;0;0;0;;;T00044;;;;;/  /;;0;342240102636482;;;0;0;42240407428876000344550020000239161922310671;;;;08:29;/  /;;MG;2;;0;;;;/  /;00:00;08:28:41;0101;0;;0;;;;;0;T;;;18/04/24;;;04;;;POR CONTA E ORDEM DE REBLESSED
